1: P1_INFO:position((-2.00, 0.00))guardBroken(False)guardHealth(3)currentAction:0)isInHitStun(False)
263: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
264: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
265: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
266: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
267: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
268: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
269: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
270: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
271: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
272: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
273: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(True)
274: P1_INFO:position((2.90, 0.00))guardBroken(False)guardHealth(3)currentAction:105)isInHitStun(False)
275: P1_INFO:position((2.94, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
276: P1_INFO:position((2.96, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
277: P1_INFO:position((2.97, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
278: P1_INFO:position((2.98, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
279: P1_INFO:position((3.00, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
280: P1_INFO:position((3.01, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
281: P1_INFO:position((3.01, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
282: P1_INFO:position((3.01, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
283: P1_INFO:position((3.01, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
284: P1_INFO:position((3.01, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
285: P1_INFO:position((3.01, 0.00))guardBroken(False)guardHealth(3)currentAction:110)isInHitStun(False)
